timeframe,rank,candidate_start,candidate_end,similarity,current_fingerprint_id,matched_fingerprint_id,matched_pattern_code,before_bullish,matched_bullish,after_bullish,before_range,matched_range,after_range,before_alternation,matched_alternation,after_alternation
1m,1,20590,20609,0.2277370034458535,FP-9E97C4C0DF,FP-4AA562DB0E,BALANCED | EXPANDING | LOWER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.6,0.6,1.1145253980750256,1.0277425475485464,0.8642265318285578,0.6666666666666666,0.3157894736842105,0.4444444444444444
4h,4,9326,9345,0.3112080729793453,FP-5397945395,FP-B179ADF186,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.3,0.45,0.4,1.2398849437364021,0.9844451893216883,1.3187226390532658,0.4444444444444444,0.631578947368421,0.5555555555555556
4h,5,8798,8817,0.3111648688882593,FP-5397945395,FP-A1071BF1D6,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.3,0.45,0.5,1.2186718202871707,1.1914966176917803,1.1846285650505797,0.4444444444444444,0.47368421052631576,0.4444444444444444
4h,6,8147,8166,0.3109807064625408,FP-5397945395,FP-FA7278B29D,BALANCED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.5,0.4,0.6,1.2473469291497552,1.3406054084788477,0.8782847171295993,0.5555555555555556,0.5263157894736842,0.4444444444444444
4h,7,2900,2919,0.31054588855822524,FP-5397945395,FP-BDE5F1EDC8,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.7,0.45,0.7,1.968743500570529,1.1935916943752205,1.2067035877103498,0.3333333333333333,0.6842105263157895,0.6666666666666666
4h,8,7223,7242,0.306785361404897,FP-5397945395,FP-1DCF3C1D12,BALANCED | STABLE | LOWER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.6,0.35,0.4,2.3227995152761007,1.028692073607568,0.8654298223150116,0.6666666666666666,0.42105263157894735,0.5555555555555556
4h,9,4939,4958,0.3062930836026302,FP-5397945395,FP-3EBE66A446,BALANCED | COMPRESSING | WICK_BALANCED | BEAR_SHIFT | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.7,0.4,0.6,0.527157994521201,1.2926203988406488,0.9395024456357135,0.5555555555555556,0.5789473684210527,0.6666666666666666
4h,10,6762,6781,0.3060926861932875,FP-5397945395,FP-4967D0D2CD,BEAR_BIASED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | LOW_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.25,0.5,1.1388206484025116,1.2679212968106222,1.2256306809941309,0.5555555555555556,0.21052631578947367,0.5555555555555556
4h,11,3274,3293,0.3060018420674329,FP-5397945395,FP-C16D56F17C,BALANCED | COMPRESSING | WICK_BALANCED | BULL_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.4,0.45,0.8,1.4464467949077071,1.0501965643478959,0.7830860837051775,0.6666666666666666,0.5263157894736842,0.3333333333333333
4h,12,8091,8110,0.3025347724007012,FP-5397945395,FP-1FE011165B,BALANCED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.5,0.45,0.6,0.6272828146167466,1.8384158096596512,1.0733069468773322,0.5555555555555556,0.631578947368421,0.7777777777777778
4h,13,4783,4802,0.30232305820650707,FP-5397945395,FP-D974FEB4F7,BALANCED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.4,0.45,0.6,1.5969769515460084,1.0809641470734976,0.8465911282320132,0.4444444444444444,0.7368421052631579,0.6666666666666666
4h,14,5353,5372,0.3021690943548673,FP-5397945395,FP-7036C530F0,BALANCED | STABLE | LOWER_WICK | BULL_SHIFT | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.45,0.4,1.3160110324684726,1.6856807293255514,0.8229209189795983,0.4444444444444444,0.631578947368421,0.5555555555555556
4h,15,6474,6493,0.30119770414292935,FP-5397945395,FP-CF78CC115D,BEAR_BIASED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.6,0.25,0.7,0.7539585237689632,0.8383191820234135,1.0910990224881503,0.3333333333333333,0.5263157894736842,0.5555555555555556
4h,16,3147,3166,0.3006036084050496,FP-5397945395,FP-8CB9B0C2CE,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.4,0.45,0.6,1.9308397293504953,1.035327968101356,0.707598369347455,0.5555555555555556,0.631578947368421,0.5555555555555556
4h,17,529,548,0.3005878781476463,FP-5397945395,FP-06B59114BD,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.6,0.45,0.3,0.6716651555221934,1.233718377596912,1.733103962394906,0.5555555555555556,0.5263157894736842,0.5555555555555556
4h,18,1728,1747,0.296204025641452,FP-5397945395,FP-FC2BDD01FE,BALANCED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.5,0.5,0.5,1.156859351888972,0.9184000818677092,1.2490590654982103,0.5555555555555556,0.5789473684210527,0.5555555555555556
4h,19,8006,8025,0.2959883142294938,FP-5397945395,FP-B122AC39D6,BALANCED | EXPANDING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.6,0.35,0.5,0.8719550682860918,1.3466435760513047,0.9382039687226891,0.6666666666666666,0.5263157894736842,0.5555555555555556
4h,20,9321,9340,0.29596488452121533,FP-5397945395,FP-0F1188D936,BALANCED | STABLE | WICK_BALANCED | BULL_SHIFT | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.35,0.4,1.2195191153409017,1.0934731024022393,0.7444065278506022,0.5555555555555556,0.5789473684210527,0.4444444444444444
4h,21,6995,7014,0.295415198889369,FP-5397945395,FP-B5822DE9C1,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.5,0.7,0.8590490612197555,1.2630012202375627,2.0148414501569056,0.5555555555555556,0.47368421052631576,0.2222222222222222
4h,22,4944,4963,0.2945715490571879,FP-5397945395,FP-9C00592E57,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.7,0.45,0.4,0.9938584634061123,1.1862213490012565,0.9829047838817704,0.5555555555555556,0.5789473684210527,0.8888888888888888
4h,23,2769,2788,0.2944653126117805,FP-5397945395,FP-826A12B724,BALANCED | STABLE | WICK_BALANCED | BULL_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.6,0.45,0.7,1.3323767354157536,1.0434307540703516,0.7954009429449312,0.7777777777777778,0.42105263157894735,0.4444444444444444
4h,24,9109,9128,0.293969646000924,FP-5397945395,FP-DE9145DFF0,BALANCED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.7,0.5,0.5,1.1378633334622772,0.9964835281987314,0.5522662980930244,0.3333333333333333,0.5263157894736842,0.5555555555555556
4h,25,1700,1719,0.2939434656237131,FP-5397945395,FP-C5833CAA88,BALANCED | STABLE | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.5,0.45,0.6,1.0333890167533257,1.1536996992322217,1.0743897461067662,0.5555555555555556,0.3157894736842105,0.3333333333333333
1d,1,1065,1084,0.27433409943675846,FP-4B1A8AFF2B,FP-FF4DBA1ECB,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.45,0.7,0.8898460012352594,0.719562855002976,1.0303483718920032,0.3333333333333333,0.5789473684210527,0.4444444444444444
1d,2,1891,1910,0.2738171051226423,FP-4B1A8AFF2B,FP-F45A1AB1AF,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.3,0.5,0.7,1.167057524241858,1.0454557101676436,1.3301098592693155,0.6666666666666666,0.47368421052631576,0.2222222222222222
1d,3,391,410,0.2734563558174049,FP-4B1A8AFF2B,FP-63C79293E8,BALANCED | EXPANDING | LOWER_WICK | BEAR_SHIFT | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.5,0.35,0.5,0.7798100880920076,0.9913453680339085,1.0024498811051032,0.5555555555555556,0.5789473684210527,0.4444444444444444
1d,4,144,163,0.2721544206195058,FP-4B1A8AFF2B,FP-9FE7F94D64,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.3,0.35,0.5,2.4217141133616247,1.0043666422821074,0.9665769746929739,0.4444444444444444,0.631578947368421,0.5555555555555556
1d,5,2714,2733,0.2714769692971006,FP-4B1A8AFF2B,FP-B39D5B516F,BALANCED | STABLE | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.6,0.45,0.7,0.7578193925515635,0.9041996019773408,0.7453219317863715,0.7777777777777778,0.42105263157894735,0.5555555555555556
1d,6,981,1000,0.2688190496102354,FP-4B1A8AFF2B,FP-D320B7BF76,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.5,0.5,0.8,0.9938995465941771,0.8801291237510522,1.235308015935899,0.7777777777777778,0.5263157894736842,0.3333333333333333
1d,7,1072,1091,0.26519060866981164,FP-4B1A8AFF2B,FP-F15DA2C579,BALANCED | EXPANDING | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.5,0.45,0.8,0.6747364764076551,0.8737935085371579,0.899060110522629,0.5555555555555556,0.5789473684210527,0.4444444444444444
1d,8,2896,2915,0.2647747289045391,FP-4B1A8AFF2B,FP-EC667E0ACC,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.2,0.4,0.6,1.162863916614352,1.1413946108681683,1.0321096129441685,0.2222222222222222,0.5263157894736842,0.5555555555555556
1d,9,662,681,0.2638811950598586,FP-4B1A8AFF2B,FP-0499A92291,BALANCED | STABLE | UPPER_WICK | BEAR_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.5,0.45,0.6,1.3986752957027022,1.1782621633103578,1.0086153383463052,0.7777777777777778,0.42105263157894735,0.4444444444444444
1d,10,1068,1087,0.26183563727713444,FP-4B1A8AFF2B,FP-645798FD96,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.6,0.4,0.8,0.7155107342361351,0.8294954668885619,0.893885426871506,0.4444444444444444,0.5789473684210527,0.4444444444444444
1d,11,1234,1253,0.26182512670138164,FP-4B1A8AFF2B,FP-7FBFBC320C,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.5,0.6,1.0048658507404142,1.3936147960613208,1.093462054936101,0.3333333333333333,0.5789473684210527,0.6666666666666666
1d,12,1795,1814,0.26131651866956906,FP-4B1A8AFF2B,FP-F392D17F80,BALANCED | STABLE | WICK_BALANCED | BULL_SHIFT | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.7,0.4,0.6,0.9492662797713113,1.204467703149632,1.208820163879667,0.5555555555555556,0.5789473684210527,0.8888888888888888
1d,13,2444,2463,0.2608597763334945,FP-4B1A8AFF2B,FP-B8089DFFB5,BALANCED | STABLE | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.45,0.3,1.4369350385201929,0.769659307059046,1.5758146248085816,0.6666666666666666,0.42105263157894735,0.4444444444444444
1d,14,2231,2250,0.26057492887255074,FP-4B1A8AFF2B,FP-814BF3A060,BALANCED | STABLE | UPPER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.2,0.45,0.3,1.781552849744989,0.8745077283132277,1.1607501581246253,0.3333333333333333,0.6842105263157895,0.5555555555555556
1d,15,1791,1810,0.26017771827303643,FP-4B1A8AFF2B,FP-BB9EDAC4C6,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.6,0.4,0.7,0.7902948078614156,1.2089800532987947,1.1889908546248151,0.5555555555555556,0.631578947368421,0.6666666666666666
1d,16,1321,1340,0.25983361705314156,FP-4B1A8AFF2B,FP-2CADB649DF,BALANCED | EXPANDING | WICK_BALANCED | BULL_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.7,0.4,0.4,0.9609175728315067,1.112734046953852,0.8813863651878122,0.5555555555555556,0.42105263157894735,0.5555555555555556
1d,17,1446,1465,0.2593606741549332,FP-4B1A8AFF2B,FP-1E02861990,BALANCED | COMPRESSING | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.2,0.4,0.6,1.5116038159984364,0.9025325163256136,1.0185615539439055,0.2222222222222222,0.42105263157894735,0.4444444444444444
1d,18,23,42,0.2587049972105805,FP-4B1A8AFF2B,FP-28AF11ADD3,BEAR_BIASED | STABLE | LOWER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.5,0.3,0.5,1.1423316210656265,0.9963344786775981,1.1942947339296102,0.3333333333333333,0.5263157894736842,0.6666666666666666
1d,19,281,300,0.25775985473890634,FP-4B1A8AFF2B,FP-339A31586B,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.5,0.5,0.4,2.364177473706829,1.1918192897476665,1.1618232199822116,0.4444444444444444,0.631578947368421,0.6666666666666666
1d,20,979,998,0.2577281015079168,FP-4B1A8AFF2B,FP-7DD8882A06,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.5,0.8,1.1712251957230626,0.8795871115041661,1.1793123038396975,0.7777777777777778,0.5263157894736842,0.4444444444444444
1d,21,68,87,0.2574517554701999,FP-4B1A8AFF2B,FP-73C56AB860,BALANCED | COMPRESSING | LOWER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.3,0.4,0.5,1.1233076433086946,1.18521799797793,0.6768703443629484,0.4444444444444444,0.5263157894736842,0.5555555555555556
1d,22,2782,2801,0.2568240925431699,FP-4B1A8AFF2B,FP-D8CEDCC3C0,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.5,0.45,0.5,1.3321750151288565,0.9374931627620645,0.9841702347608642,0.4444444444444444,0.5789473684210527,0.3333333333333333
1d,23,1055,1074,0.25656555663145875,FP-4B1A8AFF2B,FP-9D66419C09,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.45,0.4,1.9227284999388694,0.8002498244602615,0.7284720623206886,0.6666666666666666,0.47368421052631576,0.4444444444444444
1d,24,1571,1590,0.2555745519677011,FP-4B1A8AFF2B,FP-E198CE3D4F,BALANCED | COMPRESSING | UPPER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.5,0.5,0.3,0.9700992625957593,1.5914406618098111,1.7508503101231416,0.7777777777777778,0.5263157894736842,0.4444444444444444
1d,25,1873,1892,0.254708755165269,FP-4B1A8AFF2B,FP-05F6E333A3,BALANCED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.3,0.35,0.5,0.9092207983146443,1.4888648823305464,1.1708743121763832,0.6666666666666666,0.5789473684210527,0.3333333333333333
